;;;;;;;;;
8295736,00;0;;;;;;;;
8295676,00;0;;;;;;;;
8295692,00;0;;;;;;;;
8295681,00;0;;;;;;;;
8295679,00;0;;;;;;;;
8295705,00;0;;;;;;;;
8295699,00;0;;;;;;;;
8295710,00;0;;;;;;;;
8295720,00;0;;;;;;;;
8295712,00;0;;;;;;;;
8295719,00;0;;;;;;;;
8295689,00;0;;;;;;;;
8295712,00;0;;;;;;;;
8295705,00;0;;;;;;;;
8295734,00;0;;;;;;;;
8295726,00;0;;;;;;;;
8295706,00;0;;;;;;;;
8295692,00;0;;;;;;;;
8295668,00;0;;;;;;;;
8295685,00;0;;;;;;;;
8295715,00;0;;;;;;;;
8295720,00;0;;;;;;;;
8295687,00;0;;;;;;;;
8295678,00;0;;;;;;;;
8295739,00;0;;;;;;;;
8295749,00;0;;;;;;;;
8295731,00;0;;;;;;;;
8295719,00;0;;;;;;;;
8295668,00;0;;;;;;;;
8295648,00;0;;;;;;;;
8295653,00;0;;;;;;;;
8295683,00;0;;;;;;;;
8295692,00;0;;;;;;;;
8295723,00;0;;;;;;;;
8295691,00;0;;;;;;;;
8295687,00;0;;;;;;;;
8295688,00;0;;;;;;;;
8295636,00;0;;;;;;;;
8295647,00;0;;;;;;;;
8295652,00;0;;;;;;;;
8295635,00;0;;;;;;;;
8295654,00;0;;;;;;;;
8295653,00;0;;;;;;;;
8295652,00;0;;;;;;;;
8295611,00;0;;;;;;;;
8295671,00;0;;;;;;;;
8295664,00;0;;;;;;;;
8295670,00;0;;;;;;;;
8295689,00;0;;;;;;;;
8295684,00;0;;;;;;;;
8295671,00;0;;;;;;;;
8295718,00;0;;;;;;;;
8295761,00;0;;;;;;;;
8295731,00;0;;;;;;;;
8295731,00;0;;;;;;;;
8295753,00;0;;;;;;;;
8295688,00;0;;;;;;;;
8295642,00;0;;;;;;;;
8295666,00;0;;;;;;;;
8295702,00;0;;;;;;;;
8295710,00;0;;;;;;;;
8295717,00;0;;;;;;;;
8295686,00;0;;;;;;;;
8295687,00;0;;;;;;;;
8295717,00;0;;;;;;;;
8295759,00;0;;;;;;;;
8295728,00;0;;;;;;;;
8295725,00;0;;;;;;;;
8295709,00;0;;;;;;;;
8295657,00;0;;;;;;;;
8295621,00;0;;;;;;;;
8295659,00;0;;;;;;;;
8295667,00;0;;;;;;;;
8295674,00;0;;;;;;;;
8295697,00;0;;;;;;;;
8295705,00;0;;;;;;;;
8295659,00;0;;;;;;;;
8295630,00;0;;;;;;;;
8295606,00;0;;;;;;;;
8295620,00;0;;;;;;;;
8295644,00;0;;;;;;;;
