8151513,00
8151543,00
8154003,00
8163504,00
8164075,00
8161158,00
8159801,00
8159014,00
8158359,00
8157910,00
8157623,00
8157448,00
8157398,00
8157211,00
8157157,00
8157137,00
8156993,00
8156955,00
8156911,00
8156842,00
8156794,00
8156806,00
8156849,00
8156823,00
8156879,00
8156926,00
8156849,00
8156779,00
8156832,00
8156787,00
8156783,00
8156752,00
8156658,00
8156626,00
8156656,00
8156738,00
8156793,00
8156743,00
8156746,00
8156642,00
8156634,00
8156728,00
8156715,00
8156705,00
8156619,00
8156606,00
8156661,00
8156588,00
8156447,00
8156459,00
8156496,00
8156520,00
8156531,00
8156489,00
8156485,00
8156443,00
8156557,00
8156680,00
8156733,00
8156732,00
8156703,00
8156695,00
8156700,00
8156598,00
8156506,00
8156489,00
8156545,00
8156584,00
8156701,00
8156632,00
8156538,00
8156507,00
8156538,00
8156532,00
8156504,00
8156436,00
8156530,00
8156602,00
8156725,00
8156758,00
8156602,00
8156445,00
8156542,00
8156661,00
8156555,00
8156591,00
8156570,00
8156525,00
8156535,00
8156435,00
8156462,00
8156362,00
8156392,00
8156457,00
8156474,00
8156499,00
8156518,00
8156571,00
8156488,00
8156383,00
8156345,00
8156525,00
8156562,00
8156441,00
8156391,00
8156418,00
8156439,00
8156466,00
8156238,00
8155489,00
8156020,00
8156477,00
8156482,00
8156482,00
8156329,00
8156329,00
8156435,00
8156383,00
8156448,00
8156466,00
8156399,00
8156272,00
8156216,00
8156312,00
8156316,00
8156349,00
8156379,00
8156329,00
8156382,00
8156353,00
8156262,00
8156267,00
8156313,00
8156325,00
8156394,00
8156375,00
8156393,00
8156363,00
8156218,00
8156127,00
8156170,00
8156288,00
8156373,00
8156299,00
8156177,00
8156168,00
8156183,00
8156217,00
8156192,00
8156091,00
8156155,00
8156363,00
8156333,00
8156285,00
8156288,00
8156210,00
8156189,00
8156138,00
8155987,00
8156028,00
8156089,00
8156099,00
8156139,00
8156046,00
8156008,00
8156046,00
8156025,00
8155996,00
8156021,00
8156037,00
8156099,00
8156096,00
8156037,00
8156004,00
8156043,00
8156150,00
8156113,00
8156127,00
8156146,00
8156094,00
8156118,00
8156182,00
8156139,00
8156094,00
8156193,00
8156179,00
8156192,00
8156222,00
8156211,00
8156143,00
8156172,00
8156138,00
8156017,00
8155947,00
8155892,00
8155886,00
8155873,00
8155394,00
8155048,00
8155810,00
8156086,00
8156081,00
8156163,00
8156168,00
8156116,00
8156134,00
8156138,00
8156103,00
8156180,00
8156134,00
8156229,00
8156332,00
8156320,00
8156308,00
8156255,00
8156113,00
8156108,00
8156216,00
8156193,00
8156040,00
8156007,00
8156072,00
8156048,00
8156119,00
8156192,00
8156150,00
8156064,00
8156071,00
8156023,00
8156061,00
8155968,00
8155997,00
8156000,00
8155920,00
8155872,00
