;;;;;;;;;
8294164,00;0;;;;;;;;
8294131,00;0;;;;;;;;
8294099,00;0;;;;;;;;
8294117,00;0;;;;;;;;
8294136,00;0;;;;;;;;
8294132,00;0;;;;;;;;
8294120,00;0;;;;;;;;
8294138,00;0;;;;;;;;
8294104,00;0;;;;;;;;
8294084,00;0;;;;;;;;
8294100,00;0;;;;;;;;
8294160,00;0;;;;;;;;
8294135,00;0;;;;;;;;
8294121,00;0;;;;;;;;
8294140,00;0;;;;;;;;
8294146,00;0;;;;;;;;
8294118,00;0;;;;;;;;
8294071,00;0;;;;;;;;
8294102,00;0;;;;;;;;
8294084,00;0;;;;;;;;
8294099,00;0;;;;;;;;
8294110,00;0;;;;;;;;
8294096,00;0;;;;;;;;
8294137,00;0;;;;;;;;
8294106,00;0;;;;;;;;
8294128,00;0;;;;;;;;
8294078,00;0;;;;;;;;
8294040,00;0;;;;;;;;
8294033,00;0;;;;;;;;
8293993,00;0;;;;;;;;
8294019,00;0;;;;;;;;
8294039,00;0;;;;;;;;
8294109,00;0;;;;;;;;
8294053,00;0;;;;;;;;
8294030,00;0;;;;;;;;
8294049,00;0;;;;;;;;
8294013,00;0;;;;;;;;
8294021,00;0;;;;;;;;
8293996,00;0;;;;;;;;
8293935,00;0;;;;;;;;
8294009,00;0;;;;;;;;
8294066,00;0;;;;;;;;
8294061,00;0;;;;;;;;
8294023,00;0;;;;;;;;
8294015,00;0;;;;;;;;
8293958,00;0;;;;;;;;
8293914,00;0;;;;;;;;
8293945,00;0;;;;;;;;
8293952,00;0;;;;;;;;
8293919,00;0;;;;;;;;
8293938,00;0;;;;;;;;
8293899,00;0;;;;;;;;
8293866,00;0;;;;;;;;
8293870,00;0;;;;;;;;
8293895,00;0;;;;;;;;
8293915,00;0;;;;;;;;
8293922,00;0;;;;;;;;
8293916,00;0;;;;;;;;
8293904,00;0;;;;;;;;
8293907,00;0;;;;;;;;
8293948,00;0;;;;;;;;
8293961,00;0;;;;;;;;
8293927,00;0;;;;;;;;
8293918,00;0;;;;;;;;
8293912,00;0;;;;;;;;
8293936,00;0;;;;;;;;
8293943,00;0;;;;;;;;
8293940,00;0;;;;;;;;
8293878,00;0;;;;;;;;
8293875,00;0;;;;;;;;
8293886,00;0;;;;;;;;
8293832,00;0;;;;;;;;
8293890,00;0;;;;;;;;
8293899,00;0;;;;;;;;
8293919,00;0;;;;;;;;
8293926,00;0;;;;;;;;
8293883,00;0;;;;;;;;
8293962,00;0;;;;;;;;
8293997,00;0;;;;;;;;
8293957,00;0;;;;;;;;
8293920,00;0;;;;;;;;
8293947,00;0;;;;;;;;
8293952,00;0;;;;;;;;
8293979,00;0;;;;;;;;
8293964,00;0;;;;;;;;
8293953,00;0;;;;;;;;
8293942,00;0;;;;;;;;
8293975,00;0;;;;;;;;
8294007,00;0;;;;;;;;
8294000,00;0;;;;;;;;
8293987,00;0;;;;;;;;
8293968,00;0;;;;;;;;
8293944,00;0;;;;;;;;
8293963,00;0;;;;;;;;
8293996,00;0;;;;;;;;
8294012,00;0;;;;;;;;
8293994,00;0;;;;;;;;
8293926,00;0;;;;;;;;
8293932,00;0;;;;;;;;
8293958,00;0;;;;;;;;
8293943,00;0;;;;;;;;
8293971,00;0;;;;;;;;
8294059,00;0;;;;;;;;
8294100,00;0;;;;;;;;
8294038,00;0;;;;;;;;
8293967,00;0;;;;;;;;
8293975,00;0;;;;;;;;
8293934,00;0;;;;;;;;
8293878,00;0;;;;;;;;
8293933,00;0;;;;;;;;
8293944,00;0;;;;;;;;
8293956,00;0;;;;;;;;
